rule,sourceType,sourceFile,sourceRow,partyName,currency,direction,rawBalance,ourRefNo,sourceInternalId
W1,AP,3.AP_JAN-APR 2026.xls,391,AIR CANADA CARGO -ACCT,CAD,payable,140.18,PEAI008794,29425
I2,AP,3.AP_JAN-APR 2026.xls,393,BLUE SHARK TRANSPORT,CAD,payable,560,PEOI009329,29419
W1,AP,3.AP_JAN-APR 2026.xls,393,BLUE SHARK TRANSPORT,CAD,payable,560,PEOI009329,29419
I2,AP,3.AP_JAN-APR 2026.xls,394,IATA CARGO ACCOUNTS,CAD,payable,215,PEAE008965,29420
W1,AP,3.AP_JAN-APR 2026.xls,394,IATA CARGO ACCOUNTS,CAD,payable,215,PEAE008965,29420
I2,AP,3.AP_JAN-APR 2026.xls,395,IATA CARGO ACCOUNTS,CAD,payable,33968.76,PEAE008963,29422
W1,AP,3.AP_JAN-APR 2026.xls,395,IATA CARGO ACCOUNTS,CAD,payable,33968.76,PEAE008963,29422
I2,AP,3.AP_JAN-APR 2026.xls,401,STALLION EXPRESS,CAD,payable,400,PEAI008787,29901
W1,AP,3.AP_JAN-APR 2026.xls,401,STALLION EXPRESS,CAD,payable,400,PEAI008787,29901
I2,AP,3.AP_JAN-APR 2026.xls,402,GOFUNDME,CAD,payable,582.5,,29894
W1,AP,3.AP_JAN-APR 2026.xls,402,GOFUNDME,CAD,payable,582.5,,29894
I2,AP,3.AP_JAN-APR 2026.xls,404,PACKEM,CAD,payable,1127.99,PEAI008787,29892
W1,AP,3.AP_JAN-APR 2026.xls,404,PACKEM,CAD,payable,1127.99,PEAI008787,29892
I2,AP,3.AP_JAN-APR 2026.xls,405,STALLION EXPRESS,CAD,payable,10,PEAI008787,29900
W1,AP,3.AP_JAN-APR 2026.xls,405,STALLION EXPRESS,CAD,payable,10,PEAI008787,29900
I2,AP,3.AP_JAN-APR 2026.xls,408,IATA CARGO ACCOUNTS,CAD,payable,95,PEAE008974,29493
W1,AP,3.AP_JAN-APR 2026.xls,408,IATA CARGO ACCOUNTS,CAD,payable,95,PEAE008974,29493
I2,AP,3.AP_JAN-APR 2026.xls,410,SANDHAR TRUCKING LTD - M,CAD,payable,985,PEOX006861,29491
W1,AP,3.AP_JAN-APR 2026.xls,410,SANDHAR TRUCKING LTD - M,CAD,payable,985,PEOX006861,29491
I2,AP,3.AP_JAN-APR 2026.xls,412,KDM ELECTRONICS,CAD,payable,237.5,PEOI009341,29489
W1,AP,3.AP_JAN-APR 2026.xls,412,KDM ELECTRONICS,CAD,payable,237.5,PEOI009341,29489
I2,AP,3.AP_JAN-APR 2026.xls,414,NEWGEN TRANSPORT -ACC,CAD,payable,132.7,PEOI009353,29487
W1,AP,3.AP_JAN-APR 2026.xls,414,NEWGEN TRANSPORT -ACC,CAD,payable,132.7,PEOI009353,29487
I2,AP,3.AP_JAN-APR 2026.xls,415,IATA CARGO ACCOUNTS,CAD,payable,862.3,PEAE008971,29486
W1,AP,3.AP_JAN-APR 2026.xls,415,IATA CARGO ACCOUNTS,CAD,payable,862.3,PEAE008971,29486
I2,AP,3.AP_JAN-APR 2026.xls,416,TRANSRAM EXPRESS,CAD,payable,250,PEAE008971,29485
W1,AP,3.AP_JAN-APR 2026.xls,416,TRANSRAM EXPRESS,CAD,payable,250,PEAE008971,29485
I2,AP,3.AP_JAN-APR 2026.xls,419,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29551
W1,AP,3.AP_JAN-APR 2026.xls,419,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29551
I2,AP,3.AP_JAN-APR 2026.xls,420,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29550
W1,AP,3.AP_JAN-APR 2026.xls,420,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009374,29550
I2,AP,3.AP_JAN-APR 2026.xls,421,CNR INTERNATIONAL,USD,payable,25,PEOI009362,29484
W1,AP,3.AP_JAN-APR 2026.xls,421,CNR INTERNATIONAL,USD,payable,25,PEOI009362,29484
I2,AP,3.AP_JAN-APR 2026.xls,422,FEDEX FREIGHT CANADA -ACC,CAD,payable,210.49,PEAE008968,29482
W1,AP,3.AP_JAN-APR 2026.xls,422,FEDEX FREIGHT CANADA -ACC,CAD,payable,210.49,PEAE008968,29482
I2,AP,3.AP_JAN-APR 2026.xls,425,IATA CARGO ACCOUNTS,CAD,payable,864.9,PEAE008968,29478
W1,AP,3.AP_JAN-APR 2026.xls,425,IATA CARGO ACCOUNTS,CAD,payable,864.9,PEAE008968,29478
I2,AP,3.AP_JAN-APR 2026.xls,432,IEL CANADA BROKERAGE ULC,CAD,payable,1300,PEAE008969,29468
W1,AP,3.AP_JAN-APR 2026.xls,432,IEL CANADA BROKERAGE ULC,CAD,payable,1300,PEAE008969,29468
I2,AP,3.AP_JAN-APR 2026.xls,433,IATA CARGO ACCOUNTS,CAD,payable,13319.04,PEAE008969,29467
W1,AP,3.AP_JAN-APR 2026.xls,433,IATA CARGO ACCOUNTS,CAD,payable,13319.04,PEAE008969,29467
I2,AP,3.AP_JAN-APR 2026.xls,440,G & S DIRECT,CAD,payable,340,PEAI008796,29465
W1,AP,3.AP_JAN-APR 2026.xls,440,G & S DIRECT,CAD,payable,340,PEAI008796,29465
I2,AP,3.AP_JAN-APR 2026.xls,443,KHUMAN & KHUMAN CARRIER,CAD,payable,720,PEOI009326,29460
W1,AP,3.AP_JAN-APR 2026.xls,443,KHUMAN & KHUMAN CARRIER,CAD,payable,720,PEOI009326,29460
I2,AP,3.AP_JAN-APR 2026.xls,445,WIN YAN LOGISTICS,CAD,payable,725,PEOI009302,29458
W1,AP,3.AP_JAN-APR 2026.xls,445,WIN YAN LOGISTICS,CAD,payable,725,PEOI009302,29458
I2,AP,3.AP_JAN-APR 2026.xls,446,WIN YAN LOGISTICS,CAD,payable,725,PEOI009239,29457
W1,AP,3.AP_JAN-APR 2026.xls,446,WIN YAN LOGISTICS,CAD,payable,725,PEOI009239,29457
I2,AP,3.AP_JAN-APR 2026.xls,448,CEDRUS GLOBAL TRADING,CAD,payable,877.83,PEAI008795,29455
W1,AP,3.AP_JAN-APR 2026.xls,448,CEDRUS GLOBAL TRADING,CAD,payable,877.83,PEAI008795,29455
I2,AP,3.AP_JAN-APR 2026.xls,450,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29602
W1,AP,3.AP_JAN-APR 2026.xls,450,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29602
I2,AP,3.AP_JAN-APR 2026.xls,451,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29601
W1,AP,3.AP_JAN-APR 2026.xls,451,PANTOS LOGISTICS CANADA I,USD,payable,50,PEOI009386,29601
I2,AP,3.AP_JAN-APR 2026.xls,458,AARON TRUCKING,CAD,payable,248.8,PEOI009330,29449
W1,AP,3.AP_JAN-APR 2026.xls,458,AARON TRUCKING,CAD,payable,248.8,PEOI009330,29449
I2,AP,3.AP_JAN-APR 2026.xls,459,OCTS - OVERLAND CONTAINER,CAD,payable,1530.55,PEOX006858,29448
W1,AP,3.AP_JAN-APR 2026.xls,459,OCTS - OVERLAND CONTAINER,CAD,payable,1530.55,PEOX006858,29448
I2,AP,3.AP_JAN-APR 2026.xls,461,CNR INTERNATIONAL,USD,payable,25,PEOI009357,29446
W1,AP,3.AP_JAN-APR 2026.xls,461,CNR INTERNATIONAL,USD,payable,25,PEOI009357,29446
I2,AP,3.AP_JAN-APR 2026.xls,462,BLUE SHARK TRANSPORT,CAD,payable,472,PEOI009336,29573
W1,AP,3.AP_JAN-APR 2026.xls,462,BLUE SHARK TRANSPORT,CAD,payable,472,PEOI009336,29573
I2,AP,3.AP_JAN-APR 2026.xls,465,UNITED RELIABLE TRANSPORT,CAD,payable,2689.7,PEOI009292,29445
W1,AP,3.AP_JAN-APR 2026.xls,465,UNITED RELIABLE TRANSPORT,CAD,payable,2689.7,PEOI009292,29445
I2,AP,3.AP_JAN-APR 2026.xls,466,IATA CARGO ACCOUNTS,CAD,payable,238,PEAE008967,29444
W1,AP,3.AP_JAN-APR 2026.xls,466,IATA CARGO ACCOUNTS,CAD,payable,238,PEAE008967,29444
I2,AP,3.AP_JAN-APR 2026.xls,469,IATA CARGO ACCOUNTS,CAD,payable,648.14,PEAE008966,29441
W1,AP,3.AP_JAN-APR 2026.xls,469,IATA CARGO ACCOUNTS,CAD,payable,648.14,PEAE008966,29441
I2,AP,3.AP_JAN-APR 2026.xls,471,WIN YAN LOGISTICS,CAD,payable,725,PEOI009303,29439
W1,AP,3.AP_JAN-APR 2026.xls,471,WIN YAN LOGISTICS,CAD,payable,725,PEOI009303,29439
I2,AP,3.AP_JAN-APR 2026.xls,472,CP VAUGHAN IMDL TMNL - 30,CAD,payable,350,PEOI009294,29437
W1,AP,3.AP_JAN-APR 2026.xls,472,CP VAUGHAN IMDL TMNL - 30,CAD,payable,350,PEOI009294,29437
I2,AP,3.AP_JAN-APR 2026.xls,480,RRPLETT TRUCKING,CAD,payable,3815,PEOX006857,29429
W1,AP,3.AP_JAN-APR 2026.xls,480,RRPLETT TRUCKING,CAD,payable,3815,PEOX006857,29429
I2,AP,3.AP_JAN-APR 2026.xls,483,AIR CANADA CARGO -ACCT,CAD,payable,140.18,PEAI008794,29425
W1,AP,3.AP_JAN-APR 2026.xls,483,AIR CANADA CARGO -ACCT,CAD,payable,140.18,PEAI008794,29425
I2,AP,3.AP_JAN-APR 2026.xls,484,CVC SLINGSHOT TRANSPORTAT,CAD,payable,120,PEAI008794,29424
W1,AP,3.AP_JAN-APR 2026.xls,484,CVC SLINGSHOT TRANSPORTAT,CAD,payable,120,PEAI008794,29424
I2,AP,3.AP_JAN-APR 2026.xls,486,IATA CARGO ACCOUNTS,CAD,payable,33968.76,PEAE008963,29422
W1,AP,3.AP_JAN-APR 2026.xls,486,IATA CARGO ACCOUNTS,CAD,payable,33968.76,PEAE008963,29422
I2,AP,3.AP_JAN-APR 2026.xls,488,IATA CARGO ACCOUNTS,CAD,payable,215,PEAE008965,29420
W1,AP,3.AP_JAN-APR 2026.xls,488,IATA CARGO ACCOUNTS,CAD,payable,215,PEAE008965,29420
I2,AP,3.AP_JAN-APR 2026.xls,489,BLUE SHARK TRANSPORT,CAD,payable,560,PEOI009329,29419
W1,AP,3.AP_JAN-APR 2026.xls,489,BLUE SHARK TRANSPORT,CAD,payable,560,PEOI009329,29419
I2,AP,3.AP_JAN-APR 2026.xls,493,IATA CARGO ACCOUNTS,CAD,payable,1229.66,PEAE008964,29410
W1,AP,3.AP_JAN-APR 2026.xls,493,IATA CARGO ACCOUNTS,CAD,payable,1229.66,PEAE008964,29410
I2,AP,3.AP_JAN-APR 2026.xls,494,STALLION EXPRESS,CAD,payable,400,PEAI008787,29901
W1,AP,3.AP_JAN-APR 2026.xls,494,STALLION EXPRESS,CAD,payable,400,PEAI008787,29901
I2,AP,3.AP_JAN-APR 2026.xls,497,STALLION EXPRESS,CAD,payable,10,PEAI008787,29900
W1,AP,3.AP_JAN-APR 2026.xls,497,STALLION EXPRESS,CAD,payable,10,PEAI008787,29900
I2,AP,3.AP_JAN-APR 2026.xls,498,GOFUNDME,CAD,payable,582.5,,29894
W1,AP,3.AP_JAN-APR 2026.xls,498,GOFUNDME,CAD,payable,582.5,,29894
I2,AP,3.AP_JAN-APR 2026.xls,499,PACKEM,CAD,payable,1127.99,PEAI008787,29892
W1,AP,3.AP_JAN-APR 2026.xls,499,PACKEM,CAD,payable,1127.99,PEAI008787,29892
